code,question,year,paper,topic1,subtopic1,topic2,subtopic2,topic3,subtopic3,graph?,word_prob?
0S7,"A thin sheet of aluminum of mass $ 0.032$ kg has the length of $ 0.25$ m and width of $ 0.1$ m. Find its moment of inertia on the plane about an axis parallel to the:
(i) Length and passing through its centre of mass, $ m$ .
(ii) Width and passing through the centre of mass, $ m$ , in its own plane.",2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0S8,Define the term angular momentum.,2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0S9,"A thin circular ring of mass, $ M$ , and radius, $ r$ , is rotating about its axis with constant angular velocity, $ w_{1}$ .  If two objects each of mass, $ m$ , are attached gently at the ring, what will be the angular velocity of the rotating wheel?",2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0SA,Mention one application of parking orbit.,2016,1,Mechanics,Gravitation,.,.,.,.,0,1
0SB,Briefly explain how parking orbit of a satellite is achieved.,2016,1,Mechanics,Gravitation,.,.,.,.,0,1
0SC,"The earth satellite revolves in a circular orbit at a height of $ 300$ km above the earth’s surface.  Find the; 
(i) Velocity of the satellite
(ii) Period of the satellite.",2016,1,Mechanics,Gravitation,.,.,.,.,0,0
0SD,Why are space rockets usually launched from west to east?,2016,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0SE,A spaceship is launched into a circular orbit close to the earth’s surface.  What additional velocity has to be imparted on the spaceship if order to overcome the gravitational pull?,2016,1,Mechanics,Gravitation,.,.,.,.,0,1
0SF,"Briefly explain why: 
(i) A body with large reflectivity is a poor emitter. 
(ii) The earth without its atmosphere would be too cold to live.",2016,1,Heat,Thermal Radiation,.,.,.,.,0,1
0SG,Identify two factors on which the coefficient of thermal conductivity of a material depend.,2016,1,Heat,Thermal Conduction,.,.,.,.,0,1
0SH,A brass boiler of base area $ 1.50\times 10^{-1}$ and thickness $ 1.0$ cm boils water at a rate of $ 6.0$ kg$/$min when placed on a gas Stove. Estimate the temperature of the part of the flame in contact with the boiler.,2016,1,Heat,Thermal Conduction,.,.,.,.,0,0
0SI,Briefly describe the working principle of a thermocouple. ,2016,1,Heat,Thermometers,.,.,.,.,0,1
0SJ,"In a certain thermocouple thermometer the e.m.f. is given by $ E= a \theta + 1/2 b\theta^{2}$ where $ \theta $ is the temperature of hot junction. If a$ =10 $ mV$ ^{\circ}C^{-2}$ , $ b=-1/20 $ mV$ ^{\circ}C^{-2}$ and the cold junction is at $ 0^{\circ}$C, calculate the neutral temperature. ",2016,1,Heat,Thermometers,.,.,.,.,0,0
0SK,What is meant by thermal radiation?,2016,1,Heat,Thermal Radiation,.,.,.,.,0,1
0SL,Briefly explain why forced convection is necessary for excess temperate less than $ 20$ K? ,2016,1,Heat,Thermal Convection,.,.,.,.,0,0
0SM,Why is the energy of thermal radiation less than that of visible light? ,2016,1,Heat,Thermal Radiation,.,.,.,.,0,1
0SN,A body with a surface area of $ 5.0 $ cm$ ^{2}$ and a temperature of $ 727^{\circ}$C radiates $ 300$ joules of energy in one minute. Calculate its emissivity.,2016,1,Heat,Thermal Radiation,.,.,.,.,0,0
0SO,State Newton’s law of cooling. ,2016,1,Heat,Thermal Convection,.,.,.,.,0,1
0SP,"A body cools from $ 70^{\circ}$C to $ 40^{\circ}$C in $ 5$ minutes. If the temperature of the surroundings is $ 10^{\circ}$C , Calculate the time it takes to cool from $ 50^{\circ}$C to $ 20^{\circ}$C.  ",2016,1,Heat,Thermal Convection,.,.,.,.,0,0
0SQ,Define the term junction as applied in electrical network.,2016,1,.,.,.,.,.,.,0,1
0SR,What ts the physical significance of Kirchhoff’s first law.,2016,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0SS,Why is Kirchhoff’s second law sometimes referred to as the voltage law?,2016,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0ST,List down five points to be considered when applying Kirchhoff’s second law in formulating analytical problems or equations.,2016,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0SU,"Study the circuit diagram in Figure $ 1$ then answer the questions that follow:
### insert diagram here ###
(i)  How many loops are there in the circuit
(ii)  Find the current flowing through $ 2\Omega $ , $ 4\Omega $ , and $ 8\Omega $ resistors.",2016,1,.,.,.,.,.,.,1,0
0SV,"What is meant by the following terms:
(i)  Phase of alternating e.m.f.
(ii)  Root mean square (r.m.s.) value of alternating e.m.f.",2016,1,Electromagnetism,Magnetic Fields,.,.,.,.,0,1
0SW,"An a.c. circuit consists of a pure resistance of $ 10\Omega $ is connected across an a.c. supply of $ 230$ V , $ 50$ Hz.  Calculate the;
(i) Current flowing in the circuit.
(ii) Power dissipated",2016,1,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0SX,"A $ 25$ $\mu$F capacitor, a $ 0.10$ H inductor and a $ 25\Omega $ resistor are connected in series with an a.c. source whose e.m.f. is given by $ E=310 \sin(314t)$ .  Determine the;
(i) Frequency of the e.m.f.
(ii) Net reactance of the circuit.",2016,1,Electrostatics,Capacitance,Current Electricity,Alternating Current (ac),.,.,0,0
0SY,What is the importance of doping as applied to semiconductors?,2016,1,Electronics,Semiconductors,.,.,.,.,0,1
0SZ,Distinguish between $ n-$ type and $ p-$ type semiconductors.  Give three points.,2016,1,Electronics,Semiconductors,.,.,.,.,0,0
0T0,Why are transistors mostly used in common emitter arrangement?,2016,1,Electronics,Transistors,.,.,.,.,0,1
0T1,When does a transistor amplifier work as an oscillator?,2016,1,Electronics,Transistors,.,.,.,.,0,1
0T2,Explain the use of an op-amp as a summing amplifier.,2016,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
0T3,"The figure below is an operational amplifier circuit where $ R_{1}=39$ k$ \Omega $ , $ R_{2}=4.7$ k$ \Omega $ , $ R_{3}=10$ k$ \Omega $ , $ R_{4}=2.7$ k$ \Omega $ 
### Insert circuit here ###
Calculate the output potential $ V_{0}$ , given that the input voltage $ V_{1,}=4.0$ V, $ V_{2}=-2.5$ V, and $ V_{3}=1.5$ V",2016,1,Electronics,Operational Amplifiers,.,.,.,.,1,0
0T4,"Name three electronic circuits in which multivibrators can be constructed.
List down three types of multivibrators.
Briefly explain the applications of multivibrators listed above.",2016,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
0T5,Mention two characteristics of op-amps.,2016,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
0T6,Briefly explain why op-amps are sometimes called differential amplifiers?,2016,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
0T7,"Discuss the mode of action of each of the following sensors:
(i) Thermistor (TH).
(ii) Light Dependent Resistor (LDR).",2016,1,Electronics,Semiconductors,.,.,.,.,0,1
0T8,"Give symbols, expressions and truth tables for each of the following logic gates: 
(i) NAND gate .
(ii) Exclusive NOR gate.",2016,1,Electronics,Logic Gates,.,.,.,.,0,1
0T9,Why is NAND gate considered as basic building block for a variety of logic circuits?,2016,1,Electronics,Logic Gates,.,.,.,.,0,1
0TA,"Produce a truth table for the gate shown below, hence show that it behaves as AND gate.
### Insert image here ###",2016,1,Electronics,Logic Gates,.,.,.,.,1,1
0TB,What is meant by aerial environment?  Give two examples.,2016,1,Environmental Physics,.,.,.,.,.,0,1
0TC,Describe three ways at which the aerial environment is threatened.,2016,1,Environmental Physics,.,.,.,.,.,0,1
0TD,Briefly explain three major concepts on solar wind.,2016,1,Environmental Physics,.,.,.,.,.,0,1
0TE,"How do soil environmental components influence plant growth? Give four points.
",2016,1,Environmental Physics,Agricultural Physics,.,.,.,.,0,1
0TF,Write down the Bernoulli's equations for fluid flow in a pipe and indicate the term which will disappear when the flow of fluid is stopped.,2000,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,1
0TG,Water flows into a tank of large cross-section area at a rate of $ 10^{-4}$ m$ ^{3}/$s but flows out from a  hole of area 1cm$ ^{2}$ which has been punched through the base. How high does the water rise in the tank?,2000,2,.,.,.,.,.,.,0,0
0TH,"At two points on a horizontal tube of varying circular cross-section carrying water, the radii are 1cm and $ 0.4$ cm and the pressure difference between these points is $ 4.9$ cm of water. How much liquid flows through the tube per second?",2000,2,Fluid Dynamics,Streamline Flow and Continuity,.,.,.,.,0,0
0TI,Define the “bulk modulus” of a gas,2000,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0TJ,Find the ratio of the adiabatic bulk modulus of a gas to that of its isothermal bulk modulus in terms of the specific heat capacities of the gas.,2000,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0TK,"Determine the position of the centre of gravity of the I- section below, from the line YY’
### Figure ###",2000,2,Mechanics,Rotation of Rigid Bodies,.,.,.,.,1,1
0TL,Explain Young’s Modulus of rigidity,2000,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0TM,Find the work done in stretching a steel wire of $ 1.0$ mm$ ^{2}$ cross-sectional area and $ 2.0$ m in length through $ 0.1$ mm.,2000,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0TN,"Find the work done required to break up a drop of water of radius $ 0.5$ cm into drops of water each having radius of $ 1.0$ mm, assuming isothermal condition.",2000,2,Properties of Matter,Surface Tension,.,.,.,.,0,0
0TO,What factors lead the real gas to obey the ideal gas equation $ PV = RT$ ?,2000,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0TP,Define the root-mean-square (r.m.s.) speed of the gas molecules. Hence find the r.m.s. speed of oxygen gas molecules at $ 10^{5}$ Pa pressure when the density is $ 1.43$ kg$/$m$ ^{3}$ .,2000,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0TQ,Derive an expression for the work done per mole in an isothermal expansion of Vander Waal’s gas from volume $ V_{1}$ to volume $ V_{2}$ .,2000,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0TR,"A number of $ 16$ moles of an ideal gas which is kept at constant temperature of $ 320$ K is compressed isothermally from its initial volume of $ 18$ litres to the final volume of $ 4$ litres.
(i) Calculate the total work done in the whole process.
(ii) Comment on the sign of numerical answer you've obtained.",2000,2,.,.,.,.,.,.,0,0
0TS,"A cylinder fitted with a frictionless piston contains $ 1.0$ g of oxygen at a pressure of $ 760$ mmHg and at a temperature of $ 27^{\circ}$C. the following operations are performed in stages: $ (1)$ The oxygen is heated at a constant pressure to $ 127^{\circ}$C and then $ (2)$ it is compressed isothermally to its original volume and finally $ (3)$ it is cooled at a constant volume to its original temperature.
(i) Illustrate these changes in a sketch $ P-V$ diagram.
(ii) What is the input of heat to the cylinder in stage $ (1)$ above?
(iii) How much work does the oxygen do in pushing back the piston during stage $ (1)$ ?
(iv) How much work is done on the oxygen in stage $ (2)$ ?
(v) How much heat must be extracted from the oxygen in stage $ (3)$ ? 
(For oxygen: density $ =1.43$ kg$/$m$ ^{3}$ (at stp), $ C_v =670$ J kg$ ^{-1}$ K$ ^{-1}$ and molecular mass $ =32$ )",2000,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0TT,What is the difference between an “isothermal” process and an “adiabatic” process?,2000,2,Heat,First Law of Thermodynamics,.,.,.,.,0,1
0TU,"How much work is required to compress $ 5$ mol of air at $ 20^{\circ}$C and $ l$ atmosphere to $ 1/10$ th of the original volume by
(i) an isothermal process
(ii) an adiabatic process?
(iii) What are the final pressures for the cases (i) and (ii) above?",2000,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0TV,"Explain the fact that the temperature of the ocean at great depths is very nearly constant the year round, at a temperature of about $ 4^{\circ}$C .",2000,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0TW,"In a diesel engine, the cylinder compresses air from approximately standard temperature and pressure to about one-sixteenth the original volume and a pressure of about $ 50$ atmospheres. What is the temperature of the compressed air?",2000,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0TX,Give one major similarity and one major difference between heat conduction and wave propagation.,2000,2,Heat,Thermal Conduction,.,.,.,.,0,1
0TY,Deep bore holes into the earth show that the temperature increases about $ 1^{\circ}$C for each $ 30$ m depth. How much heat flows out from the core of the earth each second for each square metre of surface area.,2000,2,Heat,Thermal Conduction,.,.,.,.,0,0
0TZ,Write two uses of Doppler effect.,2000,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,1
0U0,An observer standing by a railway track notices that the pitch of an engine whistle changes in the ratio of $ 5$:$ 4$ on passing him. What is the speed of the engine?,2000,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
0U1,Explain briefiy the necessary conditions for the effects of interference in optics to be observed,2000,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0U2,Interference patterns are formed when using Young’s double slit arrangement. Mention other three methods that can be used to form interference patterns.,2000,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0U3,"Explain, giving reasons, whether either transverse or longitudinal waves could exist, if the vibratory motion causing them were not simple harmonic motion.",2000,2,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0U4,"A beam of monochromatic light of wavelength $ 600$ nm in air passes into glass. Calculate:
(i) the speed of light in glass.
(ii) the frequency of light.
(iii) the wavelength of light in glass.",2000,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0U5,What is meant by “diffraction grating”?,2000,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0U6,"A monochromatic light of wavelength $ 5.2 \times 10^{-7}$ m falls normally on a grating which has $ 4 \times 10^{3}$ lines per cm.
(i) What is the largest order of spectrum that can be visible?
(ii) Find the angular separation between the third and fourth order image.",2000,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0U7,What do you understand by the term “drift velocity” as applied to any current carriers in a wire?,2000,2,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0U8,Determine the drift velocity of electrons in a silver wire of a cross—sectional area $ 4.5 \times 10^{-6}$ m$ ^{2}$ when a current of $ 15$ A flows through it. Given: The density of silver $ =1.05 \times 10^{4}$ kg$/$m$ ^{3}$ . The atomic weight of silver $ =108$ .,2000,2,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,0
0U9,"An unknown wire of $ 1$ mm diameter is found to carry and passes a total charge of $ 90$ C in $ 1$ hour and $ 15$ min. If the wire has $ 5.8 \times 10^{28}$ free electrons per $ m^{3}$ , find
(i)  the current in the wire.
(ii) the drift velocity of the electrons in m s$ ^{-1}$",2000,2,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,0
